Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeElo,AwayElo,EloDiff,Home_PPG_Last5,Away_PPG_Last5,Home_GoalsScored_Last5,Away_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsConceded_Last5,Home_Shots_Last5,Away_Shots_Last5,Home_ShotsAllowed_Last5,Away_ShotsAllowed_Last5,Home_SOT_Last5,Away_SOT_Last5,Home_SOTAllowed_Last5,Away_SOTAllowed_Last5,Home_OppAvgElo_Last5,Away_OppAvgElo_Last5,PPG_Last5_Diff,Goals_Last5_Diff,GoalsConceded_Last5_Diff,Shots_Last5_Diff,SOT_Last5_Diff,ShotDiff_Last5_Diff,HomeRestDays,AwayRestDays,RestDiff
2021/22,2021-08-14,Burnley,Brighton,1,2,A,14,14,3,8,1439.47,1469.80,-30.33,0.60,1.40,0.60,1.40,2.00,1.40,11.60,11.20,18.20,13.20,3.80,3.40,3.80,4.00,1480.55,1540.23,-0.80,-0.80,0.60,0.40,0.40,-4.60,20,20,0
2021/22,2021-08-14,Chelsea,Crystal Palace,3,0,H,13,4,6,1,1564.88,1454.65,110.24,1.80,1.20,1.40,1.40,1.00,2.00,16.00,14.40,8.80,12.80,5.60,6.00,3.00,3.80,1529.66,1477.69,0.60,0.00,-1.00,1.60,-0.40,5.60,20,20,0
2021/22,2021-08-14,Everton,Southampton,3,1,H,14,6,6,3,1512.54,1441.02,71.52,1.40,1.20,0.40,1.20,1.20,1.80,12.40,14.20,12.80,12.80,4.20,5.40,3.80,5.40,1499.28,1496.35,0.20,-0.80,-0.60,-1.80,-1.20,-1.80,20,20,0
2021/22,2021-08-14,Leicester,Wolves,1,0,H,9,17,5,3,1538.65,1459.58,79.06,0.80,0.80,1.60,0.80,2.40,1.40,15.40,14.80,10.20,12.40,6.00,5.20,4.00,5.60,1518.91,1502.43,0.00,0.80,1.00,0.60,0.80,2.80,20,20,0
2021/22,2021-08-14,Watford,Aston Villa,3,2,H,13,11,7,2,1500.00,1503.64,-3.64,NaN,1.40,NaN,1.40,NaN,1.60,NaN,13.80,NaN,17.80,NaN,3.80,NaN,6.20,NaN,1539.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN
2021/22,2021-08-14,Norwich,Liverpool,0,3,A,14,19,3,8,1500.00,1570.89,-70.89,NaN,3.00,NaN,2.60,NaN,0.60,NaN,19.20,NaN,11.00,NaN,5.60,NaN,4.00,NaN,1477.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN
2021/22,2021-08-15,Newcastle,West Ham,2,4,A,17,8,3,9,1478.32,1549.64,-71.32,1.80,2.00,2.00,1.80,1.60,0.80,11.20,16.60,16.80,11.60,4.20,4.60,4.20,3.40,1496.66,1460.80,-0.20,0.20,0.80,-5.40,-0.40,-10.60,20,20,0
2021/22,2021-08-15,Tottenham,Man City,1,0,H,13,18,3,4,1528.37,1630.35,-101.98,1.80,1.80,2.40,2.80,1.40,1.60,15.20,16.00,13.80,11.80,7.00,5.60,4.20,4.60,1477.34,1497.28,0.00,-0.40,-0.20,-0.80,1.40,-2.80,20,20,0
2021/22,2021-08-21,Liverpool,Burnley,2,0,H,27,9,9,3,1578.88,1430.34,148.54,3.00,0.60,2.80,0.60,0.60,2.00,20.20,12.80,11.40,16.60,6.00,3.80,3.40,4.60,1488.37,1466.32,2.40,2.20,-1.40,7.40,2.20,12.60,7,7,0
2021/22,2021-08-21,Aston Villa,Newcastle,2,0,H,10,9,2,1,1493.54,1470.35,23.19,1.40,1.80,1.60,2.40,1.60,2.00,13.80,13.60,16.80,14.60,3.20,4.60,6.20,5.00,1518.29,1506.06,-0.40,-0.80,-0.40,0.20,-1.40,-2.00,7,6,1
2021/22,2021-08-21,Crystal Palace,Brentford,0,0,D,7,14,2,3,1447.72,1511.35,-63.64,0.60,3.00,1.00,2.00,2.60,0.00,11.00,8.00,14.00,22.00,4.60,3.00,5.00,4.00,1517.32,1547.36,-2.40,-1.00,2.60,3.00,1.60,11.00,7,8,-1
2021/22,2021-08-21,Leeds,Everton,2,2,D,17,17,4,8,1526.54,1520.51,6.03,2.40,1.40,2.60,0.80,1.40,1.40,14.80,13.40,15.00,11.80,6.40,4.80,4.60,4.40,1490.65,1477.72,1.00,1.80,0.00,1.40,1.60,-1.80,7,7,0
2021/22,2021-08-21,Man City,Norwich,5,0,H,16,1,4,0,1617.49,1492.01,125.48,1.20,0.00,2.40,0.00,1.80,3.00,15.60,14.00,12.60,19.00,5.80,3.00,4.40,8.00,1509.30,1570.89,1.20,2.40,-1.20,1.60,2.80,8.00,6,7,-1
2021/22,2021-08-21,Brighton,Watford,2,0,H,13,10,3,1,1478.93,1510.10,-31.18,1.40,3.00,1.40,3.00,1.60,2.00,10.60,13.00,13.80,11.00,4.00,7.00,4.20,2.00,1525.73,1503.64,-1.60,-1.60,-0.40,-2.40,-3.00,-5.20,7,7,0
2021/22,2021-08-22,Southampton,Man United,1,1,D,8,15,3,4,1433.05,1600.48,-167.42,1.20,1.40,1.40,2.20,2.00,1.80,13.00,12.00,12.80,12.20,4.80,4.40,5.40,4.60,1492.72,1499.26,-0.20,-0.80,0.20,1.00,0.40,0.40,8,8,0
2021/22,2021-08-22,Wolves,Tottenham,0,1,A,25,8,6,6,1451.82,1541.23,-89.40,0.60,1.80,0.60,1.80,1.40,1.40,14.20,13.80,12.20,15.80,3.80,5.40,5.80,4.80,1525.15,1528.89,-1.20,-1.20,0.00,0.40,-1.60,4.00,8,7,1
2021/22,2021-08-22,Arsenal,Chelsea,0,2,A,6,22,3,5,1536.01,1571.81,-35.81,2.40,1.80,1.80,1.60,0.80,1.00,12.80,16.80,11.20,7.60,4.20,5.80,3.20,2.60,1490.78,1533.76,0.60,0.20,-0.20,-4.00,-1.60,-7.60,9,8,1
2021/22,2021-08-23,West Ham,Leicester,4,1,H,13,5,7,1,1557.62,1546.41,11.21,2.00,1.20,2.20,1.60,1.00,2.20,13.80,12.60,13.40,12.60,5.60,5.20,3.40,4.00,1463.13,1522.71,0.80,0.60,-1.20,1.20,0.40,0.40,8,9,-1
2021/22,2021-08-28,Man City,Arsenal,5,0,H,25,1,10,0,1624.03,1527.04,97.00,1.80,1.80,3.20,1.20,1.40,1.00,15.60,11.00,10.40,13.20,5.80,3.40,3.40,4.00,1494.29,1519.84,0.00,2.00,0.40,4.60,2.40,7.40,7,6,1
2021/22,2021-08-28,Aston Villa,Brentford,1,1,D,7,9,5,2,1502.87,1509.54,-6.67,1.80,2.00,2.00,1.00,1.60,0.00,13.20,11.00,15.60,14.50,3.20,3.00,5.40,3.00,1507.13,1497.54,-0.20,1.00,1.60,2.20,0.20,1.10,7,7,0
2021/22,2021-08-28,Brighton,Everton,0,2,A,14,14,3,5,1489.82,1520.68,-30.86,2.00,1.40,1.60,1.20,1.20,1.80,12.20,13.80,12.60,12.60,4.00,5.40,3.20,4.80,1532.88,1485.10,0.60,0.40,-0.60,-1.60,-1.40,-1.60,7,7,0
2021/22,2021-08-28,Newcastle,Southampton,2,2,D,10,22,5,6,1461.01,1437.53,23.48,1.20,0.80,1.60,1.00,2.00,2.00,12.60,12.00,11.60,13.60,3.60,4.20,3.60,5.40,1492.69,1518.79,0.40,0.60,0.00,0.60,-0.60,2.60,7,6,1
2021/22,2021-08-28,Norwich,Leicester,1,2,A,14,9,4,3,1485.47,1536.73,-51.26,0.00,1.20,0.00,1.40,4.00,2.20,7.50,8.60,17.50,12.40,1.50,3.60,6.00,4.20,1594.19,1543.22,-1.20,-1.40,1.80,-1.10,-2.10,-6.20,7,5,2
2021/22,2021-08-28,West Ham,Crystal Palace,2,2,D,14,9,4,2,1567.30,1449.53,117.77,2.60,0.80,3.00,0.80,1.00,2.00,14.20,10.20,12.60,14.20,7.00,4.20,3.00,4.40,1469.37,1532.30,1.80,2.20,-1.00,4.00,2.80,5.60,5,7,-2
2021/22,2021-08-28,Liverpool,Chelsea,1,1,D,24,6,7,3,1584.85,1580.79,4.06,3.00,1.80,2.40,1.60,0.20,0.80,22.20,18.80,9.60,5.60,6.20,5.80,3.40,2.40,1454.04,1512.06,1.20,0.80,-0.60,3.40,0.40,-0.60,7,6,1
2021/22,2021-08-29,Burnley,Leeds,1,1,D,12,12,3,2,1424.37,1526.37,-102.00,0.00,2.00,0.20,2.40,2.40,1.60,11.80,15.00,17.80,16.20,3.40,5.80,5.80,5.60,1496.57,1488.60,-2.00,-2.20,0.80,-3.20,-2.40,-4.80,8,8,0
2021/22,2021-08-29,Tottenham,Watford,1,0,H,15,9,8,2,1548.71,1499.21,49.50,2.40,1.50,1.80,1.50,0.80,2.00,13.20,11.50,17.60,12.00,6.00,4.00,4.60,2.50,1519.16,1491.29,0.90,0.30,-1.20,1.70,2.00,-3.90,7,8,-1
2021/22,2021-08-29,Wolves,Man United,0,1,A,15,10,6,3,1444.34,1596.00,-151.66,0.00,1.60,0.20,2.20,1.40,1.60,16.00,14.20,12.80,11.40,3.80,5.00,6.40,4.60,1539.16,1476.38,-1.60,-2.00,-0.20,1.80,-1.20,0.40,7,7,0
2021/22,2021-09-11,Crystal Palace,Tottenham,3,0,H,18,2,4,1,1452.79,1557.29,-104.50,0.40,2.40,0.60,1.60,2.00,0.80,7.40,11.40,13.20,16.40,3.00,5.00,4.20,4.40,1547.62,1522.15,-2.00,-1.00,1.20,-4.00,-2.00,-0.80,14,13,1
2021/22,2021-09-11,Arsenal,Norwich,1,0,H,30,10,7,1,1519.76,1476.94,42.82,1.20,0.00,1.00,0.33,2.00,3.33,10.20,9.67,14.40,14.67,3.00,2.33,5.00,5.00,1528.79,1575.04,1.20,0.67,-1.33,0.53,0.67,0.80,14,14,0
2021/22,2021-09-11,Brentford,Brighton,0,1,A,7,4,1,2,1509.35,1480.71,28.64,1.67,1.80,1.00,1.40,0.33,1.40,10.33,13.00,12.00,12.40,2.67,4.20,3.67,3.60,1499.32,1529.45,-0.13,-0.40,-1.07,-2.67,-1.53,-2.27,14,14,0
2021/22,2021-09-11,Leicester,Man City,0,1,A,6,25,1,8,1545.27,1631.31,-86.04,1.20,1.80,1.40,3.40,2.20,0.80,8.00,17.60,14.40,8.40,3.60,6.60,4.80,2.40,1517.53,1506.10,-0.60,-2.00,1.40,-9.60,-3.00,-15.60,14,14,0
2021/22,2021-09-11,Man United,Newcastle,4,1,H,21,12,7,3,1601.89,1460.34,141.56,2.20,1.40,2.00,1.40,0.80,1.60,12.60,12.40,11.00,13.00,5.00,3.60,4.20,3.60,1457.59,1453.74,0.80,0.60,-0.80,0.20,1.40,2.20,13,14,-1
2021/22,2021-09-11,Southampton,West Ham,0,0,D,11,13,3,3,1438.21,1564.03,-125.83,0.40,2.60,0.80,3.20,2.20,1.20,14.20,14.00,13.60,12.40,4.00,7.20,5.80,3.00,1527.28,1467.03,-2.20,-2.40,1.00,0.20,-3.20,-1.00,14,14,0
2021/22,2021-09-11,Watford,Wolves,0,2,A,6,14,2,5,1490.62,1438.45,52.18,1.00,0.00,1.00,0.20,1.67,1.20,10.67,16.00,13.00,10.00,3.33,4.40,4.33,4.40,1510.43,1554.39,1.00,0.80,0.47,-5.33,-1.07,-8.33,13,13,0
2021/22,2021-09-11,Chelsea,Aston Villa,3,0,H,12,18,4,6,1580.90,1503.06,77.84,2.00,2.00,1.80,1.80,0.80,1.20,16.20,10.80,9.40,12.80,5.40,3.20,3.40,4.20,1525.21,1517.21,0.00,0.00,-0.40,5.40,2.20,8.80,14,14,0
2021/22,2021-09-12,Leeds,Liverpool,0,3,A,9,30,4,9,1523.52,1584.73,-61.21,1.60,2.60,1.80,2.20,1.80,0.20,14.20,21.80,15.40,8.80,5.00,6.40,5.40,3.40,1479.90,1486.42,-1.00,-0.40,1.60,-7.60,-1.40,-14.20,14,15,-1
2021/22,2021-09-13,Everton,Burnley,3,1,H,14,11,6,6,1529.80,1427.23,102.57,2.00,0.20,1.60,0.40,1.60,1.80,13.40,11.00,13.40,17.00,5.20,3.20,4.80,5.00,1511.18,1499.57,1.80,1.20,-0.20,2.40,2.00,6.00,16,15,1
2021/22,2021-09-17,Newcastle,Leeds,1,1,D,17,22,7,9,1454.20,1515.26,-61.06,0.80,1.00,1.40,1.40,2.40,2.40,11.60,13.00,15.00,17.80,3.20,4.40,4.80,6.60,1499.35,1505.53,-0.20,0.00,0.00,-1.40,-1.20,1.40,6,5,1
2021/22,2021-09-18,Wolves,Brentford,0,2,A,11,9,0,3,1449.94,1498.53,-48.59,0.60,1.25,0.60,0.75,1.00,0.50,17.00,9.50,8.40,10.00,4.80,2.25,4.00,3.25,1550.38,1494.66,-0.65,-0.15,0.50,7.50,2.55,9.10,7,7,0
2021/22,2021-09-18,Burnley,Arsenal,0,1,A,18,13,3,3,1420.10,1528.53,-108.43,0.20,1.20,0.60,0.60,1.80,1.80,11.20,15.00,15.80,14.00,3.60,3.80,5.60,4.00,1494.24,1530.17,-1.00,0.00,0.00,-3.80,-0.20,-5.60,5,7,-2
2021/22,2021-09-18,Liverpool,Crystal Palace,3,0,H,25,13,10,2,1592.98,1465.71,127.27,2.60,1.00,2.20,1.00,0.20,1.40,23.80,8.60,8.60,12.40,7.60,2.60,3.40,3.80,1499.29,1552.91,1.60,1.20,-1.20,15.20,5.00,19.00,6,7,-1
2021/22,2021-09-18,Man City,Southampton,0,0,D,18,10,1,2,1638.88,1441.68,197.21,2.40,0.60,3.20,0.80,0.20,1.80,21.00,12.80,5.80,13.20,7.40,4.00,1.40,5.00,1522.47,1536.07,1.80,2.40,-1.60,8.20,3.40,15.60,7,7,0
2021/22,2021-09-18,Norwich,Watford,1,3,A,12,12,5,8,1468.17,1479.13,-10.97,0.00,0.75,0.25,0.75,2.75,1.75,9.75,9.50,18.50,13.25,2.00,3.00,5.50,4.50,1561.22,1492.43,-0.75,-0.50,1.00,0.25,-1.00,-5.00,7,7,0
2021/22,2021-09-18,Aston Villa,Everton,3,0,H,15,11,3,1,1495.27,1536.93,-41.66,1.40,2.00,1.40,2.00,1.60,1.80,10.40,13.40,13.20,13.80,3.60,5.60,4.20,5.40,1527.62,1501.57,-0.60,-0.60,-0.20,-3.00,-2.00,-2.40,7,5,2
2021/22,2021-09-19,Brighton,Leicester,2,1,H,12,14,5,3,1491.53,1537.69,-46.16,1.80,1.20,1.00,1.20,1.00,2.00,10.00,7.80,12.20,16.00,3.40,3.20,3.00,5.20,1503.74,1530.29,0.60,-0.20,-1.00,2.20,0.20,6.00,8,8,0
2021/22,2021-09-19,West Ham,Man United,1,2,A,13,17,4,10,1560.56,1608.03,-47.47,2.20,2.60,2.60,2.60,1.00,0.80,12.40,14.20,11.80,11.80,6.00,5.20,2.80,3.80,1472.17,1467.78,-0.40,0.00,0.20,-1.80,0.80,-1.80,8,8,0
2021/22,2021-09-19,Tottenham,Chelsea,0,3,A,8,20,2,10,1544.37,1588.70,-44.33,2.40,2.00,1.40,2.00,1.00,0.60,9.80,15.20,16.00,11.60,4.40,5.00,4.40,4.00,1516.75,1513.96,0.40,-0.60,0.40,-5.40,-0.60,-9.80,8,8,0
2021/22,2021-09-25,Chelsea,Man City,0,1,A,5,15,0,4,1597.43,1633.75,-36.32,2.60,2.00,2.40,2.20,0.20,0.20,14.60,20.40,12.00,6.20,5.60,5.40,3.80,1.20,1524.59,1506.87,0.60,0.20,0.00,-5.80,0.20,-11.60,6,7,-1
2021/22,2021-09-25,Man United,Aston Villa,0,1,A,28,7,4,3,1616.67,1506.46,110.21,2.60,1.40,2.60,1.60,0.80,1.40,15.80,12.20,11.60,10.80,6.40,3.60,3.80,3.00,1486.64,1519.54,1.20,1.00,-0.60,3.60,2.80,2.80,6,7,-1
2021/22,2021-09-25,Everton,Norwich,2,0,H,11,10,4,2,1525.74,1458.48,67.25,2.00,0.00,2.00,0.40,1.40,2.80,14.00,10.20,12.60,17.20,5.20,2.60,3.80,6.00,1475.98,1544.80,2.00,1.60,-1.40,3.80,2.60,8.40,7,7,0
2021/22,2021-09-25,Leeds,West Ham,1,2,A,15,20,5,7,1513.52,1551.92,-38.40,0.60,1.60,1.00,2.20,2.40,1.40,14.00,12.20,18.40,11.80,4.40,5.40,7.00,3.80,1515.18,1504.10,-1.00,-1.20,1.00,1.80,-1.00,-4.80,8,6,2
2021/22,2021-09-25,Leicester,Burnley,2,2,D,22,9,5,3,1526.37,1413.12,113.25,1.20,0.20,1.00,0.60,1.60,1.80,8.60,12.80,16.20,16.00,2.60,3.60,5.40,5.60,1525.10,1526.68,1.00,0.40,-0.20,-4.20,-1.00,-4.40,6,7,-1
2021/22,2021-09-25,Watford,Newcastle,1,1,D,15,20,4,6,1488.82,1455.94,32.88,1.20,0.40,1.20,1.20,1.60,2.60,10.00,13.00,13.00,16.60,4.00,3.80,4.60,6.60,1487.58,1519.57,0.80,0.00,-1.00,-3.00,0.20,0.60,7,8,-1
2021/22,2021-09-25,Brentford,Liverpool,3,3,D,12,16,4,6,1507.14,1599.48,-92.34,1.60,2.60,1.00,2.40,0.40,0.20,9.40,25.00,10.20,10.20,2.40,8.60,2.60,3.00,1485.72,1500.07,-1.00,-1.40,0.20,-15.60,-6.20,-15.60,7,7,0
2021/22,2021-09-26,Southampton,Wolves,0,1,A,18,5,6,3,1446.81,1441.33,5.49,0.80,0.60,0.80,0.40,1.20,1.00,11.40,16.40,14.00,8.40,3.40,4.00,3.80,3.80,1555.39,1533.01,0.20,0.40,0.20,-5.00,-0.60,-10.60,8,8,0
2021/22,2021-09-26,Arsenal,Tottenham,3,1,H,12,10,7,4,1535.51,1535.64,-0.13,1.20,1.80,0.40,0.60,1.80,1.20,14.40,9.20,16.60,18.00,3.40,4.00,4.40,5.20,1518.58,1524.57,-0.60,-0.20,0.60,5.20,-0.60,6.60,8,7,1
2021/22,2021-09-27,Crystal Palace,Brighton,1,1,D,8,8,3,4,1459.22,1502.85,-43.63,1.00,2.40,1.00,1.40,1.60,0.80,10.20,11.40,13.60,11.80,2.20,4.20,4.80,2.60,1558.76,1503.46,-1.40,-0.40,0.80,-1.20,-2.00,-3.00,9,8,1
2021/22,2021-10-02,Man United,Everton,1,1,D,13,12,6,2,1603.60,1533.82,69.78,2.00,2.00,1.60,1.80,0.80,1.20,18.20,13.40,11.00,13.40,5.60,4.80,3.80,3.60,1480.95,1479.47,0.00,-0.20,-0.40,4.80,0.80,7.20,7,7,0
2021/22,2021-10-02,Burnley,Norwich,0,0,D,14,10,4,2,1416.27,1450.39,-34.12,0.40,0.00,0.80,0.40,1.80,2.60,11.80,9.40,17.60,15.60,3.60,2.40,5.00,5.20,1537.99,1535.77,0.40,0.40,-0.80,2.40,1.20,0.40,7,7,0
2021/22,2021-10-02,Chelsea,Southampton,3,1,H,20,6,9,2,1588.47,1436.66,151.82,2.00,0.80,1.80,0.60,0.40,0.80,13.00,13.80,14.20,12.20,4.40,4.00,4.40,3.20,1560.41,1541.15,1.20,1.20,-0.40,-0.80,0.40,-2.80,7,6,1
2021/22,2021-10-02,Leeds,Watford,1,0,H,20,5,4,1,1504.62,1487.88,16.75,0.60,0.80,1.00,0.80,1.80,1.40,15.00,10.40,19.20,14.80,4.80,3.40,6.80,5.40,1507.15,1478.04,-0.20,0.20,0.40,4.60,1.40,0.20,7,7,0
2021/22,2021-10-02,Wolves,Newcastle,2,1,H,7,8,3,2,1451.48,1456.88,-5.40,1.20,0.60,0.60,1.00,0.80,2.00,14.00,13.60,10.20,18.00,4.00,4.40,4.00,5.60,1514.64,1507.41,0.60,-0.40,-1.20,0.40,-0.40,8.20,6,7,-1
2021/22,2021-10-02,Brighton,Arsenal,0,0,D,21,8,2,2,1501.60,1545.51,-43.91,2.00,1.80,1.20,1.00,0.80,1.60,10.20,12.40,10.60,17.00,3.40,4.00,2.60,4.60,1507.41,1525.70,0.20,0.20,-0.80,-2.20,-0.60,4.20,5,6,-1
2021/22,2021-10-03,Crystal Palace,Leicester,2,2,D,18,9,4,5,1460.47,1523.22,-62.75,1.20,0.80,1.20,1.20,1.20,2.00,11.00,11.20,12.60,14.60,2.60,2.60,4.40,5.40,1546.35,1515.81,0.40,0.00,-0.80,-0.20,0.00,1.80,6,8,-2
2021/22,2021-10-03,Tottenham,Aston Villa,2,1,H,17,14,8,3,1525.64,1519.53,6.11,1.20,2.00,0.60,1.40,1.80,0.80,8.60,11.40,16.80,13.80,4.20,3.80,5.80,2.40,1505.61,1542.88,-0.80,-0.80,1.00,-2.80,0.40,-5.80,7,8,-1
2021/22,2021-10-03,West Ham,Brentford,1,2,A,18,13,5,6,1560.82,1509.74,51.08,1.60,1.20,1.80,1.20,1.20,1.00,14.60,10.20,11.40,9.00,5.00,2.60,4.20,3.00,1511.14,1496.14,0.40,0.60,0.20,4.40,2.40,2.00,8,8,0
2021/22,2021-10-03,Liverpool,Man City,2,2,D,6,12,4,3,1596.88,1642.71,-45.83,2.20,2.60,2.40,2.40,0.80,0.00,24.40,19.80,9.80,4.60,8.20,5.40,3.20,0.60,1501.50,1520.69,-0.40,0.00,0.80,4.60,2.80,-0.60,8,8,0
2021/22,2021-10-16,Watford,Liverpool,0,5,A,6,19,2,8,1478.36,1598.19,-119.83,0.80,1.80,0.80,2.40,1.20,1.20,9.40,20.20,16.20,10.40,3.40,7.20,5.60,3.20,1483.18,1543.97,-1.00,-1.60,0.00,-10.80,-3.80,-16.60,14,13,1
2021/22,2021-10-16,Aston Villa,Wolves,2,3,A,14,9,5,4,1509.71,1461.64,48.06,1.40,1.80,1.20,1.00,1.20,0.80,12.20,10.40,15.40,10.20,4.00,3.40,3.80,3.20,1553.94,1497.77,-0.40,0.20,0.40,1.80,0.60,-3.40,13,14,-1
2021/22,2021-10-16,Leicester,Man United,4,2,H,22,18,11,6,1521.44,1601.62,-80.18,1.00,2.00,1.40,1.60,1.60,0.80,12.00,17.80,15.60,11.80,3.40,6.00,4.80,3.60,1496.38,1501.10,-1.00,-0.20,0.80,-5.80,-2.60,-9.60,13,14,-1
2021/22,2021-10-16,Man City,Burnley,2,0,H,15,7,6,2,1641.39,1417.25,224.14,2.20,0.60,1.80,0.80,0.40,1.40,19.00,12.80,5.60,14.20,5.20,3.80,1.40,3.60,1541.66,1512.29,1.60,1.00,-1.00,6.20,1.40,14.80,13,14,-1
2021/22,2021-10-16,Norwich,Brighton,0,0,D,15,11,3,3,1449.41,1502.86,-53.45,0.20,1.60,0.40,0.80,1.60,0.80,11.20,11.80,15.20,10.20,2.80,3.20,5.20,2.80,1495.53,1514.49,-1.40,-0.40,0.80,-0.60,-0.40,-5.60,14,14,0
2021/22,2021-10-16,Southampton,Leeds,1,0,H,19,3,5,0,1430.77,1514.14,-83.37,0.60,1.00,0.60,0.80,1.20,1.40,13.40,15.60,13.20,16.80,3.80,4.80,4.20,5.40,1538.74,1500.62,-0.40,-0.20,-0.20,-2.20,-1.00,1.40,14,14,0
2021/22,2021-10-16,Brentford,Chelsea,0,1,A,17,5,7,1,1521.20,1594.36,-73.17,1.60,2.00,1.60,2.00,1.20,0.60,10.00,12.60,11.20,14.20,3.20,5.20,3.60,4.20,1518.76,1540.54,-0.40,-0.40,0.60,-2.60,-2.00,0.40,13,14,-1
2021/22,2021-10-17,Everton,West Ham,0,1,A,15,16,2,4,1535.81,1549.36,-13.55,2.00,1.00,1.60,1.20,1.00,1.40,12.40,15.60,12.60,13.00,3.60,4.60,4.00,5.20,1494.88,1503.81,1.00,0.40,-0.40,-3.20,-1.00,-2.80,15,14,1
2021/22,2021-10-17,Newcastle,Tottenham,2,3,A,7,14,1,4,1446.73,1535.46,-88.73,0.60,1.20,1.20,0.80,2.00,2.00,13.40,10.40,17.40,14.60,4.60,4.60,5.80,5.20,1499.00,1519.15,-0.60,0.40,0.00,3.00,0.00,0.20,15,14,1
2021/22,2021-10-18,Arsenal,Crystal Palace,2,2,D,17,9,6,6,1544.25,1462.26,82.00,2.00,1.20,1.00,1.60,1.20,1.60,12.80,13.20,16.80,11.60,3.80,3.00,4.00,4.80,1511.66,1548.73,0.80,-0.60,-0.40,-0.40,0.80,-5.60,16,15,1
2021/22,2021-10-22,Arsenal,Aston Villa,3,1,H,22,10,9,4,1541.94,1498.33,43.61,2.20,1.20,1.40,1.40,0.60,1.60,16.00,13.60,13.60,15.40,5.00,4.00,3.20,4.20,1479.31,1544.36,1.00,0.00,-1.00,2.40,1.00,4.20,4,6,-2
2021/22,2021-10-23,Chelsea,Norwich,7,0,H,23,3,13,1,1602.29,1450.94,151.35,2.40,0.40,2.00,0.20,0.40,1.20,12.40,11.40,12.80,15.60,4.80,2.60,4.20,5.20,1527.81,1488.75,2.00,1.80,-0.80,1.00,2.20,3.80,7,7,0
2021/22,2021-10-23,Crystal Palace,Newcastle,1,1,D,15,6,3,2,1464.57,1439.23,25.35,1.20,0.40,1.60,1.20,1.60,2.20,13.20,12.80,12.20,15.80,3.80,3.80,5.20,5.40,1544.12,1518.58,0.80,0.40,-0.60,0.40,0.00,4.00,5,6,-1
2021/22,2021-10-23,Everton,Watford,2,5,A,15,20,4,8,1526.20,1471.68,54.52,1.40,0.80,1.20,0.80,1.20,2.00,12.60,8.80,13.00,17.00,3.00,3.40,4.20,5.60,1506.79,1493.07,0.60,0.40,-0.80,3.80,-0.40,7.80,6,7,-1
2021/22,2021-10-23,Leeds,Wolves,1,1,D,18,8,4,4,1501.79,1473.02,28.77,0.80,2.40,0.60,1.60,1.40,1.00,13.80,9.20,18.20,11.00,4.40,3.00,5.80,3.60,1501.90,1480.51,-1.60,-1.00,0.40,4.60,1.40,-2.60,7,7,0
2021/22,2021-10-23,Southampton,Burnley,2,2,D,16,9,4,5,1443.12,1412.93,30.19,1.00,0.40,0.40,0.60,0.80,1.60,12.80,11.80,11.80,14.80,3.60,3.60,3.20,4.40,1549.37,1535.30,0.60,-0.20,-0.80,1.00,0.00,4.00,7,7,0
2021/22,2021-10-23,Brighton,Man City,1,4,A,10,23,5,14,1501.33,1645.71,-144.38,1.80,2.20,0.80,1.20,0.40,0.40,11.20,17.00,10.40,6.80,3.20,4.40,2.40,1.80,1500.24,1519.70,-0.40,-0.40,0.00,-5.80,-1.20,-9.40,7,7,0
2021/22,2021-10-24,Brentford,Leicester,1,2,A,15,10,5,6,1513.27,1533.70,-20.43,1.40,1.00,1.40,1.80,1.20,1.80,11.60,14.60,10.80,16.40,4.20,5.00,2.80,5.20,1537.06,1519.61,0.40,-0.40,-0.60,-3.00,-0.80,2.60,8,8,0
2021/22,2021-10-24,West Ham,Tottenham,1,0,H,13,7,4,4,1558.97,1542.96,16.01,1.40,1.20,1.00,1.20,1.00,2.40,16.00,10.20,14.20,14.20,4.60,3.80,5.20,5.00,1521.06,1508.65,0.20,-0.20,-1.40,5.80,0.80,5.80,7,7,0
2021/22,2021-10-24,Man United,Liverpool,0,5,A,12,19,4,8,1589.35,1604.87,-15.52,1.40,2.20,1.80,3.20,1.60,1.00,19.40,19.20,13.20,10.40,6.60,7.40,4.60,3.00,1516.52,1523.49,-0.80,-1.40,0.60,0.20,-0.80,-2.60,8,8,0
2021/22,2021-10-30,Leicester,Arsenal,0,2,A,16,9,8,5,1543.12,1550.69,-7.57,1.60,2.20,2.20,1.80,1.80,0.80,15.40,14.40,14.40,13.60,6.00,5.40,4.60,3.80,1496.00,1483.59,-0.60,0.40,1.00,1.00,0.60,0.20,6,8,-2
2021/22,2021-10-30,Burnley,Brentford,3,1,H,15,12,6,5,1413.80,1503.86,-90.06,0.60,1.40,0.80,1.60,1.40,1.40,11.40,13.20,15.20,12.00,3.40,5.00,4.00,3.60,1517.96,1547.66,-0.80,-0.80,0.00,-1.80,-1.60,-5.00,7,6,1
