Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeElo,AwayElo,EloDiff,Home_PPG_Last5,Away_PPG_Last5,Home_GoalsScored_Last5,Away_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsConceded_Last5,Home_Shots_Last5,Away_Shots_Last5,Home_ShotsAllowed_Last5,Away_ShotsAllowed_Last5,Home_SOT_Last5,Away_SOT_Last5,Home_SOTAllowed_Last5,Away_SOTAllowed_Last5,Home_OppAvgElo_Last5,Away_OppAvgElo_Last5,PPG_Last5_Diff,Goals_Last5_Diff,GoalsConceded_Last5_Diff,Shots_Last5_Diff,SOT_Last5_Diff,ShotDiff_Last5_Diff,HomeRestDays,AwayRestDays,RestDiff
2022/23,2022-08-20,Tottenham,Wolves,1,0,H,11,20,4,3,1603.96,1461.97,141.99,2.60,0.40,3.00,0.80,0.60,2.20,16.80,10.60,10.20,15.40,8.00,3.80,2.00,4.40,1494.41,1536.31,2.20,2.20,-1.60,6.20,4.20,11.40,6,7,-1
2022/23,2022-08-20,Crystal Palace,Aston Villa,3,1,H,17,13,9,5,1490.02,1478.02,12.00,1.00,1.00,1.00,1.20,1.40,1.60,9.20,13.20,13.80,14.40,3.40,4.20,4.00,4.20,1556.14,1519.37,0.00,-0.20,-0.20,-4.00,-0.80,-3.40,5,7,-2
2022/23,2022-08-20,Everton,Nott'm Forest,1,1,D,19,14,8,5,1439.64,1501.45,-61.81,0.60,1.50,1.40,0.50,2.60,1.00,10.20,9.00,15.60,21.00,4.20,3.00,6.20,7.50,1525.85,1520.53,-0.90,0.90,1.60,1.20,1.20,6.60,7,6,1
2022/23,2022-08-20,Fulham,Brentford,3,2,H,18,13,9,5,1414.19,1496.40,-82.21,0.60,2.00,0.80,2.60,1.60,1.20,10.00,14.20,10.40,14.40,2.80,5.40,4.40,4.80,1535.47,1488.20,-1.40,-1.80,0.40,-4.20,-2.60,-0.20,7,7,0
2022/23,2022-08-20,Leicester,Southampton,1,2,A,6,9,1,3,1515.37,1429.87,85.49,1.60,0.20,2.80,1.00,1.80,3.00,9.40,10.80,13.40,17.00,4.20,2.80,4.80,5.80,1500.72,1554.00,1.40,1.80,-1.20,-1.40,1.40,2.20,7,7,0
2022/23,2022-08-20,Bournemouth,Arsenal,0,3,A,6,14,1,6,1504.92,1597.88,-92.96,1.50,1.80,1.00,2.20,2.00,1.60,5.00,14.80,17.00,10.80,2.00,4.80,4.50,3.20,1602.52,1510.85,-0.30,-1.20,0.40,-9.80,-2.80,-16.00,7,7,0
2022/23,2022-08-21,Leeds,Chelsea,3,0,H,12,14,6,3,1479.39,1614.65,-135.26,1.60,2.20,1.40,1.80,1.60,0.80,12.60,17.40,15.20,6.60,4.00,5.60,5.00,2.60,1499.70,1482.38,-0.60,-0.40,0.80,-4.80,-1.60,-13.40,8,7,1
2022/23,2022-08-21,West Ham,Brighton,0,2,A,13,11,3,2,1509.52,1522.00,-12.48,0.80,2.20,1.40,2.00,1.60,0.60,10.20,15.80,16.80,12.40,3.00,6.00,5.00,3.60,1565.07,1531.13,-1.40,-0.60,1.00,-5.60,-3.00,-10.00,7,8,-1
2022/23,2022-08-21,Newcastle,Man City,3,3,D,12,21,6,10,1529.85,1731.55,-201.70,2.00,2.60,1.20,3.20,1.20,1.00,11.60,20.80,12.40,5.20,4.80,5.40,4.60,1.80,1552.82,1506.55,-0.60,-2.00,0.20,-9.20,-0.60,-16.40,8,8,0
2022/23,2022-08-22,Man United,Liverpool,2,1,H,12,17,4,5,1530.01,1693.95,-163.94,0.60,2.20,0.80,2.00,2.20,1.20,13.20,21.00,12.60,7.20,4.60,5.40,4.80,3.40,1489.31,1460.30,-1.60,-1.20,1.00,-7.80,-0.80,-13.20,9,7,2
2022/23,2022-08-27,Southampton,Man United,0,1,A,17,11,5,6,1442.29,1544.41,-102.12,0.80,0.60,1.40,0.60,2.60,2.40,8.80,13.80,14.60,13.60,2.60,4.40,5.00,5.00,1561.89,1531.40,0.20,0.80,0.20,-5.00,-1.80,-6.00,7,5,2
2022/23,2022-08-27,Brentford,Everton,1,1,D,19,14,5,7,1484.08,1441.40,42.68,1.40,0.80,2.40,1.20,1.80,2.20,13.20,12.00,14.20,14.80,5.40,4.80,5.80,5.80,1480.03,1529.07,0.60,1.20,-0.40,1.20,0.60,1.80,7,7,0
2022/23,2022-08-27,Brighton,Leeds,1,0,H,13,10,4,2,1531.64,1493.09,38.54,2.20,2.20,1.60,2.00,0.60,1.00,14.60,14.00,12.00,14.60,5.20,5.20,3.20,4.80,1517.47,1502.36,0.00,-0.40,-0.40,0.60,0.00,3.20,6,6,0
2022/23,2022-08-27,Chelsea,Leicester,2,1,H,7,17,3,5,1600.94,1502.95,97.99,1.60,1.00,1.20,2.00,1.40,2.00,16.80,8.00,8.00,12.60,5.40,3.00,3.80,4.40,1485.28,1510.53,0.60,-0.80,-0.60,8.80,2.40,13.40,6,7,-1
2022/23,2022-08-27,Liverpool,Bournemouth,9,0,H,19,5,12,2,1679.55,1497.54,182.02,1.60,1.00,1.80,0.67,1.40,2.33,21.00,5.33,7.80,16.00,5.20,1.67,3.40,5.00,1468.75,1600.97,0.60,1.13,-0.93,15.67,3.53,23.87,5,7,-2
2022/23,2022-08-27,Man City,Crystal Palace,4,2,H,18,2,5,2,1726.32,1499.68,226.64,2.20,1.40,2.80,1.40,1.40,1.40,21.80,9.40,6.20,13.80,6.40,4.40,2.40,4.20,1515.55,1555.13,0.80,1.40,0.00,12.40,2.00,20.00,6,7,-1
2022/23,2022-08-27,Arsenal,Fulham,2,1,H,22,11,8,3,1605.27,1426.52,178.75,2.40,1.20,2.80,1.20,1.00,1.40,16.00,11.60,8.80,10.80,5.20,4.00,2.20,4.00,1496.48,1545.27,1.20,1.60,-0.40,4.40,1.20,6.40,7,7,0
2022/23,2022-08-28,Aston Villa,West Ham,0,1,A,9,7,3,2,1468.36,1499.88,-31.52,0.80,0.20,1.20,0.60,2.00,2.00,13.20,10.20,14.60,17.40,4.40,2.60,5.20,5.00,1519.19,1591.50,0.60,0.60,0.00,3.00,1.80,5.80,8,7,1
2022/23,2022-08-28,Wolves,Newcastle,1,1,D,10,21,4,6,1455.85,1535.08,-79.23,0.40,2.20,0.60,1.80,1.40,0.80,13.20,12.60,14.40,12.40,3.80,5.40,4.20,4.80,1513.29,1556.24,-1.80,-1.20,0.60,0.60,-1.60,-1.40,8,7,1
2022/23,2022-08-28,Nott'm Forest,Tottenham,0,2,A,17,18,1,7,1499.69,1610.09,-110.40,1.33,2.60,0.67,2.60,1.00,0.60,10.67,15.80,20.33,12.60,3.67,7.60,7.67,1.80,1493.57,1467.09,-1.27,-1.93,0.40,-5.13,-3.93,-12.87,8,8,0
2022/23,2022-08-30,Crystal Palace,Brentford,1,1,D,13,9,4,3,1495.41,1482.86,12.55,1.40,1.00,1.40,2.00,1.60,1.60,8.40,13.40,15.00,15.00,3.80,5.00,4.00,6.20,1610.27,1476.34,0.40,-0.60,0.00,-5.00,-1.20,-5.00,3,3,0
2022/23,2022-08-30,Fulham,Brighton,2,1,H,10,7,3,4,1421.25,1540.53,-119.28,1.00,2.60,1.20,1.60,1.60,0.40,12.20,14.00,12.60,10.20,3.60,4.80,4.40,2.60,1548.29,1524.37,-1.60,-0.40,1.20,-1.80,-1.20,-4.20,3,3,0
2022/23,2022-08-30,Southampton,Chelsea,2,1,H,9,10,7,4,1435.14,1608.19,-173.05,0.80,2.00,1.20,1.40,2.40,1.40,11.40,14.20,12.00,11.00,3.20,4.60,5.20,4.60,1531.10,1483.04,-1.20,-0.20,1.00,-2.80,-1.40,-3.80,3,3,0
2022/23,2022-08-30,Leeds,Everton,1,1,D,14,7,5,2,1484.20,1442.62,41.57,2.00,0.40,1.80,0.80,1.00,2.00,12.20,12.40,14.00,17.20,4.60,5.00,4.40,5.80,1508.55,1527.75,1.60,1.00,-1.00,-0.20,-0.40,3.00,3,3,0
2022/23,2022-08-31,Arsenal,Aston Villa,2,1,H,22,4,9,3,1610.53,1459.27,151.27,3.00,0.60,3.20,1.00,0.80,2.00,18.20,10.60,7.80,14.00,6.40,3.20,2.00,4.60,1481.73,1531.43,2.40,2.20,-1.20,7.60,3.20,13.80,4,3,1
2022/23,2022-08-31,Bournemouth,Wolves,0,0,D,5,17,2,4,1492.34,1458.09,34.26,0.75,0.40,0.50,0.60,4.00,1.40,5.25,11.80,16.75,16.40,1.75,3.80,6.75,5.00,1620.62,1544.95,0.35,-0.10,2.60,-6.55,-2.05,-6.90,4,3,1
2022/23,2022-08-31,Man City,Nott'm Forest,6,0,H,17,8,9,1,1730.58,1492.76,237.82,2.60,1.00,3.20,0.50,1.40,1.25,19.20,12.25,5.40,19.75,5.80,3.00,2.40,7.50,1509.23,1522.70,1.60,2.70,0.15,6.95,2.80,21.30,4,3,1
2022/23,2022-08-31,West Ham,Tottenham,1,1,D,14,13,4,4,1508.98,1617.01,-108.04,0.60,2.60,0.40,2.80,1.60,0.60,10.40,15.20,13.00,14.40,2.60,7.40,4.00,1.80,1540.54,1478.07,-2.00,-2.40,1.00,-4.80,-4.80,-3.40,3,3,0
2022/23,2022-08-31,Liverpool,Newcastle,2,1,H,23,5,6,2,1684.75,1532.83,151.91,1.60,1.80,3.20,1.60,1.20,1.00,20.00,13.60,8.00,12.20,6.60,5.80,3.40,5.20,1479.13,1529.82,-0.20,1.60,0.20,6.40,0.80,10.60,4,3,1
2022/23,2022-09-01,Leicester,Man United,0,1,A,10,9,2,2,1495.70,1551.55,-55.85,0.80,1.20,2.00,0.80,2.20,1.60,11.00,13.00,10.00,13.60,3.80,4.60,3.60,4.80,1509.21,1522.23,-0.40,1.20,0.60,-2.00,-0.80,1.60,5,5,0
2022/23,2022-09-03,Everton,Liverpool,0,0,D,14,23,3,8,1443.82,1690.63,-246.82,0.60,1.60,0.80,3.00,1.20,1.20,12.60,18.80,14.80,7.60,5.00,6.20,5.00,2.80,1509.49,1490.13,-1.00,-2.20,0.00,-6.20,-1.20,-13.40,4,3,1
2022/23,2022-09-03,Brentford,Leeds,5,2,H,14,17,8,6,1483.22,1483.01,0.21,1.20,1.60,2.00,1.60,1.40,1.00,12.40,12.20,14.80,12.60,4.60,4.40,5.80,3.80,1483.46,1498.16,-0.40,0.40,0.40,0.20,0.20,-2.00,4,4,0
2022/23,2022-09-03,Chelsea,West Ham,2,1,H,8,6,3,3,1593.59,1511.99,81.60,1.40,0.80,1.20,0.40,1.60,1.20,12.40,11.80,11.20,12.00,3.80,3.00,5.40,3.40,1495.21,1564.04,0.60,0.80,0.40,0.60,0.80,1.40,4,3,1
2022/23,2022-09-03,Newcastle,Crystal Palace,0,0,D,23,19,6,9,1526.95,1495.05,31.90,1.20,1.00,1.40,1.40,1.20,1.80,13.00,9.80,14.40,14.80,5.00,4.00,5.40,3.80,1578.78,1593.79,0.20,0.00,-0.60,3.20,1.00,3.60,3,4,-1
2022/23,2022-09-03,Nott'm Forest,Bournemouth,2,3,A,11,8,3,3,1488.71,1491.36,-2.65,0.80,0.80,0.40,0.40,2.20,3.20,11.40,5.20,19.20,16.80,2.60,1.80,7.80,6.20,1564.27,1588.11,0.00,0.00,-1.00,6.20,0.80,3.80,3,3,0
2022/23,2022-09-03,Tottenham,Fulham,2,1,H,23,9,10,3,1614.00,1434.56,179.45,2.20,1.60,2.00,1.60,0.80,1.40,14.00,11.40,15.40,12.00,5.60,4.20,2.60,4.40,1503.92,1562.41,0.60,0.40,-0.60,2.60,1.40,-0.80,3,4,-1
2022/23,2022-09-03,Wolves,Southampton,1,0,H,7,12,2,1,1459.07,1449.75,9.32,0.60,1.40,0.40,1.40,0.80,1.80,13.80,11.80,11.60,11.60,3.60,4.20,3.80,4.80,1502.99,1549.38,-0.80,-1.00,-1.00,2.00,-0.60,2.00,3,4,-1
2022/23,2022-09-03,Aston Villa,Man City,1,1,D,3,13,1,4,1453.37,1734.64,-281.27,0.60,2.60,0.80,3.80,1.80,1.00,10.60,17.80,13.60,6.20,3.40,6.60,5.40,2.20,1509.90,1511.38,-2.00,-3.00,0.80,-7.20,-3.20,-14.60,3,3,0
2022/23,2022-09-04,Brighton,Leicester,5,2,H,23,6,11,4,1527.23,1487.30,39.93,2.00,0.20,1.20,1.20,0.60,2.20,11.80,10.60,10.80,10.40,4.20,3.00,2.80,3.60,1501.36,1531.15,1.80,0.00,-1.60,1.20,1.20,0.80,5,3,2
2022/23,2022-09-04,Man United,Arsenal,3,1,H,10,16,6,3,1559.96,1616.44,-56.48,1.80,3.00,1.00,2.60,1.40,0.80,12.80,17.40,14.40,7.40,4.20,6.40,4.60,2.20,1525.45,1481.23,-1.20,-1.60,0.60,-4.60,-2.20,-11.60,3,4,-1
2022/23,2022-09-16,Aston Villa,Southampton,1,0,H,11,7,3,1,1460.06,1440.02,20.04,0.80,1.40,1.00,1.20,1.60,1.20,8.20,12.20,14.80,9.40,3.20,4.00,5.60,3.60,1556.83,1521.59,-0.60,-0.20,0.40,-4.00,-0.80,-9.40,13,13,0
2022/23,2022-09-16,Nott'm Forest,Fulham,2,3,A,11,15,3,7,1478.78,1429.31,49.48,0.80,1.40,0.80,1.40,2.40,1.40,12.60,11.40,16.20,14.40,3.20,4.20,6.40,5.60,1558.41,1543.92,-0.60,-0.60,1.00,1.20,-1.00,-0.60,13,13,0
2022/23,2022-09-17,Wolves,Man City,0,3,A,6,16,1,7,1468.80,1727.95,-259.14,1.20,2.20,0.40,3.60,0.40,1.20,12.20,17.60,11.60,5.60,2.80,7.00,3.20,2.20,1498.78,1497.01,-1.00,-3.20,-0.80,-5.40,-4.20,-11.40,14,14,0
2022/23,2022-09-17,Newcastle,Bournemouth,1,1,D,20,10,7,3,1526.03,1501.29,24.75,0.80,0.80,1.00,0.60,1.20,3.60,13.00,5.40,17.20,16.00,4.20,1.80,7.20,6.40,1577.79,1590.27,0.00,0.40,-2.40,7.60,2.40,6.40,14,14,0
2022/23,2022-09-17,Tottenham,Leicester,6,2,H,16,19,11,7,1619.25,1478.44,140.81,2.20,0.00,1.60,1.20,0.80,2.80,15.00,9.00,15.20,13.40,6.00,2.80,2.80,5.20,1504.04,1539.87,2.20,0.40,-2.00,6.00,3.20,4.20,14,13,1
2022/23,2022-09-18,Brentford,Arsenal,0,3,A,5,13,2,7,1493.21,1604.83,-111.61,1.60,2.40,2.60,2.40,1.40,1.40,13.60,18.60,15.40,7.40,5.60,6.60,6.00,3.00,1475.13,1494.83,-0.80,0.20,0.00,-5.00,-1.00,-13.00,15,14,1
2022/23,2022-09-18,Everton,West Ham,1,0,H,7,14,2,4,1449.93,1504.30,-54.37,0.80,0.80,0.80,0.60,1.00,1.20,13.80,11.80,16.40,10.80,4.80,3.40,5.40,3.60,1525.79,1538.31,0.00,0.20,-0.20,2.00,1.40,-3.60,15,15,0
2022/23,2022-10-01,Arsenal,Tottenham,3,1,H,22,7,9,3,1611.72,1625.41,-13.69,2.40,2.60,2.20,2.40,1.00,0.80,17.40,16.20,7.20,15.80,6.60,7.20,3.00,3.60,1488.78,1476.73,-0.20,-0.20,0.20,1.20,-0.60,9.80,13,14,-1
2022/23,2022-10-01,Bournemouth,Brentford,0,0,D,7,13,1,4,1502.00,1486.32,15.68,1.00,1.00,0.80,1.80,3.00,2.00,6.80,12.00,16.20,15.00,2.20,4.60,6.40,6.60,1550.05,1487.77,0.00,-1.00,1.00,-5.20,-2.40,-6.40,14,13,1
2022/23,2022-10-01,Crystal Palace,Chelsea,1,2,A,7,13,3,3,1495.96,1601.28,-105.32,1.20,1.40,1.40,1.40,1.40,1.80,11.60,11.00,17.40,10.80,5.40,3.20,4.60,5.20,1582.72,1506.62,-0.20,0.00,-0.40,0.60,2.20,-6.00,20,20,0
2022/23,2022-10-01,Fulham,Newcastle,1,4,A,3,19,1,10,1440.72,1525.32,-84.60,1.80,0.80,2.00,1.20,1.80,1.40,12.60,16.20,15.20,16.60,5.00,5.40,6.00,6.40,1547.00,1573.70,1.00,0.80,0.40,-3.60,-0.40,-2.20,15,14,1
2022/23,2022-10-01,Liverpool,Brighton,3,3,D,15,6,7,6,1684.52,1536.09,148.44,1.60,2.00,2.60,1.80,0.80,0.80,21.20,13.40,8.60,8.60,7.00,5.60,2.80,2.60,1497.74,1488.25,-0.40,0.80,0.00,7.80,1.40,7.80,20,20,0
2022/23,2022-10-01,Southampton,Everton,1,2,A,22,12,6,5,1430.59,1461.48,-30.88,1.20,1.40,0.80,0.80,1.00,0.60,10.80,12.20,9.00,16.80,3.40,4.40,3.20,5.40,1517.42,1532.93,-0.20,0.00,0.40,-1.40,-1.00,6.40,15,13,2
2022/23,2022-10-01,West Ham,Wolves,2,0,H,18,15,5,4,1492.74,1465.13,27.61,0.80,1.00,0.60,0.40,1.20,1.00,10.80,12.00,9.60,13.00,3.20,2.80,2.80,4.00,1530.18,1561.82,-0.20,0.20,0.20,-1.20,0.40,2.20,13,14,-1
2022/23,2022-10-02,Man City,Man United,6,3,H,22,12,10,8,1731.62,1571.57,160.05,2.20,2.40,3.40,1.40,1.20,1.20,17.00,11.40,6.20,14.60,7.00,4.40,2.20,4.40,1488.89,1546.63,-0.20,2.00,0.00,5.60,2.60,14.00,15,20,-5
2022/23,2022-10-02,Leeds,Aston Villa,0,0,D,9,19,1,7,1473.01,1469.48,3.53,1.00,0.80,1.60,0.80,1.80,1.40,13.20,8.00,12.40,13.20,4.80,3.00,4.20,5.00,1500.10,1555.02,0.20,0.80,0.40,5.20,1.80,6.00,20,16,4
2022/23,2022-10-03,Leicester,Nott'm Forest,4,0,H,17,10,7,3,1472.28,1467.37,4.91,0.00,0.20,1.20,1.00,3.20,3.00,11.60,12.20,12.80,15.40,3.80,2.60,6.00,6.80,1545.77,1540.20,-0.20,0.20,0.20,-0.60,1.20,2.00,16,17,-1
2022/23,2022-10-08,Bournemouth,Leicester,2,1,H,10,9,4,5,1501.55,1482.14,19.40,1.20,0.60,0.80,1.80,2.40,2.80,7.00,13.80,16.00,13.00,2.20,5.00,6.00,6.00,1527.74,1553.27,0.60,-1.00,-0.40,-6.80,-2.80,-9.80,7,5,2
2022/23,2022-10-08,Chelsea,Wolves,3,0,H,20,8,7,2,1608.34,1455.92,152.42,1.80,1.00,1.40,0.40,1.60,1.20,10.40,11.00,10.20,14.40,3.20,3.00,4.80,4.20,1485.09,1539.57,0.80,1.00,0.40,-0.60,0.20,3.60,7,7,0
2022/23,2022-10-08,Man City,Southampton,4,0,H,21,5,8,0,1737.31,1421.48,315.83,2.60,0.60,4.00,0.60,1.20,1.20,17.20,13.40,6.20,10.20,7.00,4.00,2.60,4.00,1497.24,1506.64,2.00,3.40,0.00,3.80,3.00,7.80,6,7,-1
2022/23,2022-10-08,Newcastle,Brentford,5,1,H,16,6,6,3,1532.93,1486.77,46.16,1.20,1.20,1.40,1.40,1.00,1.40,17.60,12.00,13.00,12.80,6.20,4.40,4.60,5.00,1515.53,1505.33,0.00,0.00,-0.40,5.60,1.80,5.40,7,7,0
2022/23,2022-10-08,Brighton,Tottenham,0,1,A,14,8,4,3,1540.12,1615.01,-74.90,2.00,2.00,2.40,2.40,1.40,1.40,12.00,15.40,10.80,16.20,5.40,7.00,3.80,4.80,1519.14,1506.68,0.00,0.00,0.00,-3.40,-1.60,2.00,7,7,0
2022/23,2022-10-09,Crystal Palace,Leeds,2,1,H,13,10,5,4,1488.90,1472.91,15.99,1.00,1.00,1.40,1.20,1.60,1.40,11.60,12.40,15.20,13.40,5.40,4.00,4.40,4.80,1563.09,1508.32,0.00,0.20,0.20,-0.80,1.40,-2.60,8,7,1
2022/23,2022-10-09,West Ham,Fulham,3,1,H,17,8,8,2,1501.95,1433.11,68.84,1.40,1.20,1.00,1.60,0.80,2.20,11.80,9.60,10.40,16.40,3.60,3.40,3.20,7.00,1518.80,1552.78,0.20,-0.60,-1.40,2.20,0.20,8.20,8,8,0
2022/23,2022-10-09,Arsenal,Liverpool,3,2,H,11,8,7,3,1622.11,1680.49,-58.38,2.40,1.60,2.20,3.00,1.20,1.20,19.00,19.40,7.40,8.40,7.20,7.60,3.40,3.40,1512.87,1508.06,0.80,-0.80,0.00,-0.40,-0.40,0.60,8,8,0
2022/23,2022-10-09,Everton,Man United,1,2,A,11,12,2,4,1470.59,1565.88,-95.29,1.80,2.40,1.00,2.00,0.60,1.60,10.80,10.80,18.40,16.40,3.80,5.20,5.60,5.00,1518.76,1596.00,-0.60,-1.00,-1.00,0.00,-1.40,-2.00,8,7,1
2022/23,2022-10-10,Nott'm Forest,Aston Villa,1,1,D,6,12,3,2,1457.51,1469.58,-12.07,0.00,1.00,0.80,0.60,3.60,0.80,11.40,9.20,15.00,11.60,2.20,3.40,6.60,3.40,1546.72,1551.62,-1.00,0.20,2.80,2.20,-1.20,-1.20,7,8,-1
2022/23,2022-10-14,Brentford,Brighton,2,0,H,7,21,3,7,1478.09,1532.24,-54.15,1.00,1.40,1.40,2.00,2.20,1.60,9.40,12.60,13.20,9.80,4.00,5.80,4.80,3.80,1523.64,1540.23,-0.40,-0.60,0.60,-3.20,-1.80,-6.60,6,6,0
2022/23,2022-10-15,Leicester,Crystal Palace,0,0,D,14,8,5,1,1472.70,1498.44,-25.74,0.60,1.00,1.80,1.20,2.80,1.60,12.20,10.80,13.60,14.60,5.00,4.60,6.20,4.20,1533.39,1562.06,-0.40,0.60,1.20,1.40,0.40,2.40,7,6,1
2022/23,2022-10-15,Fulham,Bournemouth,2,2,D,19,10,4,6,1425.06,1510.99,-85.92,1.20,1.80,1.60,1.20,2.40,0.80,9.00,8.00,15.40,14.00,3.20,2.60,7.00,4.60,1532.12,1488.26,-0.60,0.40,1.60,1.00,0.60,-0.40,6,7,-1
2022/23,2022-10-15,Wolves,Nott'm Forest,1,0,H,9,10,2,2,1450.05,1457.86,-7.81,0.80,0.20,0.20,1.00,1.60,3.40,10.60,9.20,14.20,13.80,2.60,2.60,4.40,5.60,1554.22,1518.62,0.60,-0.80,-1.80,1.40,0.00,1.00,7,5,2
2022/23,2022-10-15,Tottenham,Everton,2,0,H,21,4,7,0,1622.89,1463.27,159.62,2.00,1.60,2.20,1.00,1.40,0.80,13.40,10.20,15.60,17.00,6.20,2.80,5.40,5.40,1514.76,1535.12,0.40,1.20,0.60,3.20,3.40,4.60,7,6,1
2022/23,2022-10-16,Aston Villa,Chelsea,0,2,A,18,8,7,4,1469.24,1614.22,-144.98,1.20,2.40,0.80,2.00,0.80,1.00,9.80,11.60,11.40,9.40,3.20,4.00,3.60,4.00,1543.14,1480.39,-1.20,-1.20,-0.20,-1.80,-0.80,-3.80,6,8,-2
2022/23,2022-10-16,Leeds,Arsenal,0,1,A,16,9,4,4,1463.37,1633.78,-170.40,0.40,2.40,0.80,2.40,1.80,1.40,12.00,16.80,13.20,6.80,3.60,7.00,5.20,3.40,1483.17,1563.67,-2.00,-1.60,0.40,-4.80,-3.40,-11.20,7,7,0
2022/23,2022-10-16,Man United,Newcastle,0,0,D,15,9,2,2,1573.20,1541.61,31.59,2.40,1.60,2.00,2.20,1.60,1.00,10.80,16.60,15.20,12.20,5.20,6.20,4.40,4.40,1551.33,1521.72,0.80,-0.20,0.60,-5.80,-1.00,-8.80,7,8,-1
2022/23,2022-10-16,Southampton,West Ham,1,1,D,10,25,8,4,1418.69,1509.99,-91.31,0.60,1.40,0.60,1.40,1.80,1.00,11.00,13.80,12.20,10.20,3.00,4.80,4.40,3.00,1545.22,1511.75,-0.80,-0.80,0.80,-2.80,-1.80,-4.80,8,7,1
2022/23,2022-10-16,Liverpool,Man City,1,0,H,13,16,2,6,1668.83,1740.11,-71.28,1.60,2.60,3.20,4.00,1.40,0.80,17.60,17.80,8.20,6.80,7.20,7.60,4.00,2.20,1526.48,1481.60,-1.00,-0.80,0.60,-0.20,-0.40,-1.60,7,8,-1
2022/23,2022-10-18,Brighton,Nott'm Forest,0,0,D,19,3,7,0,1520.69,1447.63,73.06,0.80,0.20,1.80,1.00,2.00,2.40,14.20,9.60,9.20,12.20,6.40,2.80,4.00,4.20,1537.23,1462.52,0.60,0.80,-0.40,4.60,3.60,7.60,4,3,1
2022/23,2022-10-18,Crystal Palace,Wolves,2,1,H,14,10,4,4,1497.70,1460.27,37.43,1.20,1.20,0.80,0.40,0.80,1.60,12.00,9.00,13.80,15.20,4.40,2.20,4.20,4.40,1511.34,1547.33,0.00,0.40,-0.80,3.00,2.20,4.40,3,3,0
2022/23,2022-10-19,Bournemouth,Southampton,0,1,A,15,9,3,3,1508.56,1421.26,87.31,1.80,0.20,1.60,0.40,1.20,1.80,9.00,11.20,14.40,15.20,3.40,3.20,4.60,4.40,1481.65,1525.58,1.60,1.20,-0.60,-2.20,0.20,-1.40,4,3,1
2022/23,2022-10-19,Brentford,Chelsea,0,0,D,8,14,5,5,1489.64,1620.27,-130.63,1.40,2.40,1.60,2.00,2.00,0.80,9.00,11.80,14.80,9.60,4.00,4.20,5.40,4.40,1531.00,1473.65,-1.00,-0.40,1.20,-2.80,-0.20,-8.00,5,3,2
2022/23,2022-10-19,Liverpool,West Ham,1,0,H,22,8,7,3,1680.85,1507.42,173.43,1.60,1.40,1.60,1.40,1.40,1.00,16.40,16.00,10.40,9.60,5.20,4.80,4.80,3.80,1574.99,1472.09,0.20,0.20,0.40,0.40,0.40,-0.40,3,3,0
2022/23,2022-10-19,Newcastle,Everton,1,0,H,16,1,4,0,1542.52,1457.56,84.96,1.80,1.40,2.00,0.80,0.60,1.00,17.40,9.60,10.60,18.40,6.20,2.40,3.60,5.80,1499.41,1562.86,0.40,1.20,-0.40,7.80,3.80,15.60,3,4,-1
2022/23,2022-10-19,Man United,Tottenham,2,0,H,28,9,10,2,1572.29,1628.59,-56.30,2.00,2.40,1.80,2.40,1.60,1.20,11.60,15.00,13.60,13.60,4.40,6.80,3.80,4.60,1571.19,1505.62,-0.40,-0.60,0.40,-3.40,-2.40,-3.40,3,4,-1
2022/23,2022-10-20,Fulham,Aston Villa,3,0,H,18,12,8,6,1427.49,1463.18,-35.70,0.80,1.20,1.60,0.60,2.60,0.80,10.80,12.60,16.00,8.60,3.40,4.00,7.40,2.60,1526.21,1543.88,-0.40,1.00,1.80,-1.80,-0.60,-9.20,5,4,1
2022/23,2022-10-20,Leicester,Leeds,2,0,H,5,14,1,2,1473.44,1457.92,15.52,0.80,0.40,1.80,0.80,2.60,1.80,13.00,13.20,13.40,12.40,5.60,4.00,6.00,5.20,1522.77,1503.60,0.40,1.00,0.80,-0.20,1.60,-1.20,5,4,1
2022/23,2022-10-22,Nott'm Forest,Liverpool,1,0,H,10,15,7,7,1449.71,1686.24,-236.53,0.40,1.60,0.60,1.40,1.80,1.20,8.00,16.20,14.40,11.00,2.20,5.40,5.00,5.00,1468.38,1569.91,-1.20,-0.80,0.60,-8.20,-3.20,-11.60,4,3,1
2022/23,2022-10-22,Everton,Crystal Palace,3,0,H,9,9,6,2,1449.96,1506.63,-56.67,1.20,1.60,0.80,1.00,1.20,0.80,7.00,12.20,17.00,14.00,1.80,4.40,5.00,4.40,1533.24,1506.82,-0.40,-0.20,0.40,-5.20,-2.60,-8.20,3,4,-1
2022/23,2022-10-22,Man City,Brighton,3,1,H,10,8,4,2,1728.08,1518.62,209.46,2.00,1.00,2.80,1.60,1.00,1.60,17.60,16.60,7.80,7.80,7.00,7.00,2.40,3.40,1516.81,1542.51,1.00,1.20,-0.60,1.00,0.00,1.00,6,4,2
